FIRE_ID,FIRE_NAME,YEAR,ACRES
LA3179009252020160113,UNNAMED,2016,1093.0
LA3188009273020160203,UNNAMED,2016,1671.0
LA3165009250020160207,UNNAMED,2016,1006.0
LA3144009297020160217,UNNAMED,2016,3079.0
LA3160009252020160207,UNNAMED,2016,723.0
LA3154009308020160510,UNNAMED,2016,2742.0
LA3167009245020160218,UNNAMED,2016,2137.0
GA3473708554120161004,FOX MOUNTAIN FIRE,2016,1008.0
LA3172009259020160119,UNNAMED,2016,896.0
AL3440308561520160410,EDNA HILL COMPLEX FY16,2016,856.0
AR3549009286020160305,RXBURN,2016,1164.0
LA3167009253020160219,UNNAMED,2016,1475.0
LA3175009253020160218,UNNAMED,2016,2041.0
LA3164009253020160219,UNNAMED,2016,2030.0
FL3015808478620160130,BU 50,2016,2572.0
FL3015608474720160126,BU 51,2016,2330.0
FL3002608455720160208,WOOD LAKE,2016,813.0
FL3002008477020160229,UNNAMED,2016,6587.0
LA3148009245020160306,UNNAMED,2016,943.0
LA3163009250020160508,UNNAMED,2016,1225.0
LA3155009247020160511,UNNAMED,2016,924.0
LA3159009243020160523,UNNAMED,2016,1385.0
LA3159009245020160523,UNNAMED,2016,600.0
LA3153009246020160524,UNNAMED,2016,1214.0
LA3151009245020160526,UNNAMED,2016,1506.0
LA3207009285020160515,UNNAMED,2016,3408.0
VA3718208259320161102,RAVEN ROCK,2016,2273.0
LA3211209288420160522,UNNAMED,2016,1208.0
LA3201909284320160607,UNNAMED,2016,2782.0
VA3678108216220161113,CLINCH VALLEY,2016,941.0
AL3306508706920160206,ALCRR-FY16 0400,2016,1299.0
AL3328008612020160210,LOST MOTORWAY,2016,1507.0
TN3523508555220161030,BRIDGE CREEK ROAD,2016,1777.0
AL3319008618020160301,UNNAMED,2016,2589.0
AL3276008699020160307,UNNAMED,2016,1803.0
AL3349008585020160404,UNNAMED,2016,2281.0
KY3752608288420160413,SPRUCE PINE RD ST RT 7,2016,786.0
KY3696008312920161026,LITTLE SHEPHERD TRAIL,2016,6751.0
AL3369308590820160925,TANK,2016,1305.0
KY3695708323920161107,ABNER BR,2016,803.0
AL3326608609720161012,POWER HORN,2016,630.0
KY3707708294720161117,BIG BRANCH,2016,762.0
TN3527508524420161111,POE ROAD,2016,758.0
TN3527408521520161109,MOWBRAY,2016,721.0
AL3337208592120161029,WELCOME HOME 1,2016,1053.0
KY3695508441620161126,ADDISON,2016,710.0
KY3709408366620161124,BOLTS BR.,2016,1069.0
KY3687408294620161123,JERICOL,2016,639.0
KY3741308341820161126,PEARLIE FORK FIRE,2016,805.0
KY3696008440020160310,UNNAMED,2016,664.0
AL3317108611720161113,HALF WAY,2016,1043.0
KY3697008437020160309,UNNAMED,2016,782.0
AL3346508586820161128,LAKE CHINNABEE,2016,1254.0
AL3339608584320160320,CANEY HEAD,2016,957.0
GA3414308541920160922,JEFFERSON RD,2016,1309.0
KY3697008439020160317,UNNAMED,2016,625.0
KY3707008423020160308,UNNAMED,2016,1954.0
GA3455008524020160307,UNNAMED,2016,881.0
KY3715008365020160318,UNNAMED,2016,923.0
NC3589008184020160309,UNNAMED,2016,2976.0
TN3587408316720160404,HALLS TOP,2016,2464.0
KY3752608338520161102,EAGLES NEST,2016,2857.0
KY3749508355220161106,JETTS CREEK FIRE,2016,3021.0
KY3703308384620161111,BULL CREEK 2,2016,977.0
KY3738308345920161121,BOWLINGS CREEK,2016,1023.0
VA3661908298720160410,MOORE PEACH,2016,1345.0
TN3596008281020160310,STARR MOUNTAIN,2016,1576.0
TN3616008433420161103,SR116,2016,2222.0
SC3491008307020160307,UNNAMED,2016,920.0
TN3611708435420161108,CHARLES BRANCH LANE,2016,1071.0
GA3482008337020161112,TIMBER RIDGE,2016,1002.0
SC3481008321020160308,UNNAMED,2016,1064.0
SC3478008315020160310,UNNAMED,2016,980.0
GA3454008340020160212,UNNAMED,2016,1043.0
TN3595708307720161111,NEDDY MOUNTAIN ROAD,2016,788.0
NC3589008280820160421,SILVER MINE,2016,6082.0
NC3544608221220161105,PARTY ROCK,2016,8572.0
TN3592808291920160416,STATE LINE,2016,1111.0
TN3612508440820161104,SR116-DEVONIA,2016,3077.0
TN3623608460220161111,WHITE OAK CIRCLE,2016,3182.0
NC3527408356020161103,TELLICO,2016,14172.0
NC3539808390820161104,MAPLE SPRINGS,2016,7696.0
NC3539908326020161023,DICK'S CREEK,2016,833.0
NC3549708324520161108,DOBSON 3,2016,741.0
KY3673808371920161102,HWY 190,2016,957.0
TN3621708211020160418,RAILROAD GRADE 2016,2016,1790.0
KY3667908385120161107,KENTUCKY RIDGE,2016,1133.0
NC3537108385920161109,OLD ROUGHY,2016,534.0
TN3573208380920161117,EAST MILLER COVE,2016,1331.0
TN3535708427120161116,QUARRY CREEK,2016,643.0
TN3577008334320161128,COBBLY NOB,2016,732.0
TN3643908422420161109,STINKING CREEK,2016,10768.0
NC3531008367020160320,UNNAMED,2016,1676.0
TN3532008443020160309,UNNAMED,2016,2758.0
TN3533008420020160307,MILLER MINE,2016,926.0
TN3534008421020160317,BUCK BRANCH,2016,1226.0
KY3671008441020160309,UNNAMED,2016,2835.0
KY3673008433020160308,UNNAMED,2016,1467.0
KY3675008452020160307,UNNAMED,2016,510.0
NC3521008359020160307,UNNAMED,2016,583.0
NC3521008371020160309,UNNAMED,2016,945.0
NC3512008382020160322,UNNAMED,2016,2087.0
NC3505908365420161025,BOTELER,2016,8626.0
NC3510808353620161102,KNOB,2016,1132.0
NC3516508354120161123,CAMP BRANCH,2016,3234.0
SC3472008332020160218,UNNAMED,2016,1144.0
GA3454008341020160219,UNNAMED,2016,1221.0
GA3470008339020160405,UNNAMED,2016,1438.0
LA3141409290520160209,WILD GOOSE,2016,1260.0
TN3563108347820161123,CHIMNEY TOPS 2,2016,14998.0
KY3690408359520161029,KNOX BELL LINE,2016,1272.0
GA3489708456420161016,ROUGH RIDGE,2016,27610.0
GA3494208354920161109,ROCK MOUNTAIN,2016,25224.0
MI4442008363020160515,UNNAMED,2016,1217.0
MI4443008370020160515,UNNAMED,2016,1796.0
MI4464008410020160515,UNNAMED,2016,582.0
WI4664009130020160520,UNNAMED,2016,2682.0
MN4716009415020160311,UNNAMED,2016,1777.0
MN4812209542920160311,2016 HIGHWAY 1 RXB,2016,7744.0
SC3442008154020160310,UNNAMED,2016,1033.0
SC3443008163020160316,UNNAMED,2016,1114.0
FL3012608430620160209,FLSMR FY16 RX CHARLIE 209,2016,1036.0
SC3475008143020160322,UNNAMED,2016,1554.0
SC3444008167020160404,UNNAMED,2016,768.0
SC3456008159020160408,UNNAMED,2016,1067.0
SC3466008143020160414,UNNAMED,2016,1964.0
SC3456008169020160415,UNNAMED,2016,1003.0
SC3310007951020160219,UNNAMED,2016,722.0
SC3308007969020160220,UNNAMED,2016,2013.0
SC3299007979020160229,UNNAMED,2016,1884.0
SC3296007983020160301,UNNAMED,2016,1589.0
SC3316007960020160323,UNNAMED,2016,1256.0
SC3333007986020160330,UNNAMED,2016,2124.0
SC3313007936020160404,UNNAMED,2016,2310.0
SC3320007985020160406,UNNAMED,2016,4336.0
SC3327007958020160322,UNNAMED,2016,740.0
FL3016008447020160215,BURN UNIT 332,2016,2565.0
FL3015008451020160215,BURN UNIT 331,2016,2584.0
FL3020008475020160225,UNNAMED,2016,2793.0
FL3024008441020160214,BURN UNIT 318,2016,1844.0
SC3305007970020160411,UNNAMED,2016,2826.0
SC3314007977020160419,UNNAMED,2016,824.0
SC3315007969020160421,UNNAMED,2016,582.0
SC3326007962020160427,UNNAMED,2016,2347.0
SC3315007970020160510,UNNAMED,2016,1627.0
SC3313007974020160516,UNNAMED,2016,2885.0
SC3318007951020160523,UNNAMED,2016,1474.0
SC3311007977020160622,UNNAMED,2016,863.0
SC3318007988020160729,UNNAMED,2016,653.0
FL3026008445020160214,BURN UNIT 315,2016,1735.0
FL3027008442020160215,BURN UNIT 316,2016,2182.0
SC3368008216020160315,UNNAMED,2016,1642.0
FL3027008468020160119,BURN UNIT 240,2016,2422.0
FL3035008459020160218,BURN UNIT 212,2016,2289.0
SC3380008210020160321,UNNAMED,2016,915.0
FL3035008455020160218,BURN UNIT 213,2016,1829.0
FL3008408428820160217,BU 205-206-340,2016,828.0
SC3356008211020160330,UNNAMED,2016,713.0
FL3006208439320160218,FLSMR FY16 RX ALPHA 327,2016,559.0
SC3385008212020160426,UNNAMED,2016,1792.0
GA3342008341020160113,UNNAMED,2016,867.0
GA3324008349020160208,UNNAMED,2016,885.0
NC3574208198920160323,NORTH PEAK,2016,680.0
GA3313008359020160212,UNNAMED,2016,1535.0
FL3012008474020160303,UNNAMED,2016,3547.0
GA3315008360020160213,COMPT 121,2016,740.0
GA3321008371020160220,UNNAMED,2016,970.0
FL3013008453020160712,UNNAMED,2016,1887.0
GA3302008371020160228,UNNAMED,2016,1407.0
GA3317008350020160229,UNNAMED,2016,1260.0
GA3333008348020160301,UNNAMED,2016,698.0
GA3311008374220160315,GAPDR FY16 RX 16A 16C 17A 17B 17C,2016,1438.0
GA3317008350020160315,UNNAMED,2016,1974.0
FL3012408491620160621,BU 63,2016,1736.0
FL2992008496020160202,BURN UNIT 110,2016,3803.0
FL3013008447020160229,BURN UNIT 337,2016,2574.0
FL3015008463020160301,BURN UNIT 328,2016,3854.0
GA3321008370020160411,UNNAMED,2016,1247.0
FL3015008417020160229,UNNAMED,2016,2312.0
FL3020008494020160930,UNNAMED,2016,847.0
GA3336008346020160418,UNNAMED,2016,732.0
FL3032008437020160114,BURN UNIT 248,2016,709.0
FL3032008437020160405,UNNAMED,2016,1932.0
FL3034008435020160825,UNNAMED,2016,1139.0
FL3032008454020160412,UNNAMED,2016,2705.0
FL3034008433020160620,UNNAMED,2016,1884.0
GA3318008371020160420,UNNAMED,2016,1061.0
GA3316008378020160524,UNNAMED,2016,1076.0
NC3502007703020160414,UNNAMED,2016,2462.0
FL3019008497020160610,UNNAMED,2016,1717.0
NC3501007703020160619,UNNAMED,2016,1371.0
FL3028008492020160826,UNNAMED,2016,1353.0
FL3020808495520160622,ROCK POND,2016,1305.0
FL3004008504020160818,UNNAMED,2016,2970.0
FL3006008500020160816,UNNAMED,2016,2433.0
FL3009008507020160217,UNNAMED,2016,2346.0
AL3106008675020160112,UNNAMED,2016,1985.0
AL3109008674020160120,UNNAMED,2016,2641.0
AL3110008660020160220,UNNAMED,2016,1268.0
AL3109008663020160226,UNNAMED,2016,2256.0
AL3108008676020160229,UNNAMED,2016,1818.0
FL3010008504020160516,UNNAMED,2016,3401.0
FL3015008506020160112,UNNAMED,2016,2357.0
FL3017008495020160930,UNNAMED,2016,821.0
FL3018008502020160124,UNNAMED,2016,1377.0
AL3111008672020160526,UNNAMED,2016,793.0
FL2831808094220160530,BULL BRANCH,2016,676.0
FL2852608089320160627,TWIN FIRE,2016,957.0
FL2856508090820160927,OLD 50,2016,804.0
FL2883808083320160506,BILLS HILL 2016,2016,1002.0
FL3051908672520160208,THUNDERBOLT,2016,937.0
FL2854208067920160409,FLMIR FY2016 RX UNIT 6.3,2016,1289.0
FL2857808062820160401,FLMIR FY2016 RX UNIT 7.1,2016,1430.0
FL2873808148720160710,SPRINGS,2016,550.0
FL2911008189020160222,UNNAMED,2016,727.0
AL3101008683020160219,UNNAMED,2016,1355.0
FL2945008166020160214,UNNAMED,2016,605.0
FL2939108170620160130,CPT 33 SYRACUSE,2016,1314.0
FL2932008177220160505,ISLAND,2016,527.0
FL3065008665220160626,JUPITER,2016,1530.0
AL3114008654020160609,UNNAMED,2016,560.0
FL3046408678820161020,HIGH TRAC,2016,848.0
GA3468008380020160330,UNNAMED,2016,657.0
GA3472008414020160318,UNNAMED,2016,879.0
GA3092308249020160222,GAOKR FY16 RX 1100,2016,897.0
GA3096908239520160221,GAOKR FY16 RX 1300,2016,2018.0
FL3019408186820160221,03-16 CECIL WF,2016,1315.0
GA3477008402020160317,UNNAMED,2016,602.0
GA3478008402020160316,UNNAMED,2016,1555.0
GA3490008469020160323,UNNAMED,2016,2908.0
FL2774808211820160425,THATCHER,2016,638.0
FL2770108130720161116,N CONVENTIONAL RANGE,2016,1062.0
FL2615508143020160715,PANTHER,2016,1064.0
FL2906608141320160707,MIDNIGHT,2016,2891.0
FL2620608045520160704,INDEPENDENCE DAY,2016,840.0
FL2595808116520160420,IPP 16 TREATMENT 2 WINDMILL RXS,2016,2429.0
FL2541008070020160221,FLEVP FY16 RX BLOCK B,2016,1591.0
FL2902008159020160524,UNNAMED,2016,754.0
FL2902008159020160706,UNNAMED,2016,576.0
FL2906008159020160707,UNNAMED,2016,1123.0
FL2906008161020160826,UNNAMED,2016,685.0
FL2913008165020160419,UNNAMED,2016,847.0
FL2914008155020160218,UNNAMED,2016,1016.0
FL2969308346220160529,TIDE SWAMP,2016,716.0
FL2929008171020160608,UNNAMED,2016,947.0
FL2932008179020160608,UNNAMED,2016,1617.0
FL2936008182020160610,BLOCKS B N,2016,667.0
FL2865008102620160219,BRUMLEY FLAD,2016,926.0
AL3378008553020160114,UNNAMED,2016,1535.0
AL3383008552020160214,UNNAMED,2016,5844.0
AL3366008562020160228,UNNAMED,2016,1468.0
AL3375008559020160408,UNNAMED,2016,1886.0
GA3388708535320161110,TREAT MOUNTAIN,2016,635.0
GA3389108535220161120,BELLS ROAD,2016,507.0
FL3038008442020160923,UNNAMED,2016,3339.0
FL3027208237620160211,CPT 74 BLACKMAN,2016,2143.0
MN4751509209720160506,SKIBO,2016,763.0
FL3039508233620160712,TAYLOR,2016,839.0
FL3022008234020160113,UNNAMED,2016,965.0
NC3570508210120161120,CLEAR CREEK,2016,3493.0
NC3554508172320160308,TOMBSTONE,2016,1747.0
GA3461008508020160405,UNNAMED,2016,1866.0
FL3030008246520160207,UNNAMED,2016,1450.0
FL3030008241020160207,UNNAMED,2016,3296.0
AK6175916306020160715,PITMIK RIVER,2016,1151.0
AK6105016359820160602,AROPUK LAKE,2016,2266.0
AK6205516117920160603,KUYUKUTUK RIVER,2016,20099.0
AK6105916133420160714,GWEEK RIVER,2016,1380.0
AK6135616082720160714,ISRATHORAK CREEK,2016,6179.0
AK6126916028820160714,BOGUS CREEK,2016,4527.0
AK6149015915820160714,DOESTOCK CREEK,2016,2504.0
AK6166715940620160714,OWHAT RIVER 2,2016,1217.0
AK6213415839320160714,SMITH CREEK,2016,5432.0
AK6117915918520160715,TIMBER CREEK,2016,7832.0
AK6197815755020160714,GEORGE RIVER,2016,3594.0
AK6198615735920160714,SOUTH FORK GEORGE RIVER,2016,1139.0
AK6095015630120160714,HOOK CREEK,2016,8264.0
AK6057715534020160716,CHILIKADROTNA RIVER,2016,1435.0
MS3149008894020160418,UNNAMED,2016,1366.0
AK6229615889420160714,REINDEER RIVER,2016,8526.0
AK6334015588620160714,FOLGER CREEK,2016,3443.0
AK6393815348420160715,PARADISE FORK,2016,1392.0
AK6450114644520160715,MID SALCHA,2016,1100.0
AK6715415315120160626,INIAKUK LAKE,2016,34707.0
AK6712715231920160704,BEDROCK CREEK,2016,6228.0
AK6586915575620160626,DULBI FLATS,2016,54730.0
AK6523215836920160715,HONHOSA RIVER,2016,10900.0
AK6666515312120160627,SIRUK CREEK,2016,1906.0
AK6578415794720160715,HUSLIA RIVER,2016,5802.0
AK6679815396820160626,HOGATZA RIVER,2016,51144.0
AK6661815405320160706,HOG,2016,57621.0
AK6535015458520160626,MELOZITNA,2016,1067.0
AK6585715772520160715,SOUTH FORK,2016,2531.0
AK6531115466720160715,BIG CREEK,2016,2105.0
AK6613615574220160626,HIGH CREEK,2016,15009.0
AK6543315486220160625,DULBI RIVER,2016,2697.0
AK6695515702720160610,WARREN CREEK,2016,3506.0
AK6713915562420160702,MAUNELUK RIVER,2016,5729.0
AK6705215599120160702,MAUNELUK RIVER 2,2016,31354.0
AK6129414325120160716,STEAMBOAT CREEK,2016,22826.0
AK6253214472720160715,YOKNEDA LAKE,2016,2866.0
AK6578215273420160630,NETHKAHATI,2016,2086.0
AK6454015324720160602,BIG MUD,2016,40949.0
AK6720615492320160703,REED RIVER,2016,1568.0
AK6670415092820160712,BONANZA,2016,3925.0
AK6695114644020160630,CHANDALAR RIVER,2016,2319.0
AK6401315602120160714,CAMP CREEK,2016,1180.0
HI2081715650820160702,MAALAEA,2016,6028.0
HI1979615588720160323,PUUWAAWAA MAKAI,2016,1691.0
HI2061815624620160216,KAHIKINUI,2016,5341.0
KY3663808368420160321,DARK RIDGE C RX,2016,517.0
AK6401314634520160411,DTAW OKLAHOMA IMPACT AREA RX,2016,15955.0
AK6320815421520160529,MEDFRA,2016,9757.0
WY4457911058620160826,CENTRAL,2016,2340.0
NM3481110637520160614,DOG HEAD,2016,19816.0
KS3848309658420161020,PATCH NORTH,2016,1136.0
AR3607009219020160329,UNNAMED,2016,1970.0
AR3608009217020160405,UNNAMED,2016,683.0
GA3304708365320160201,GAPDR FY16 RX 31A 31B 31C,2016,1795.0
KS3833809656920160424,UNNAMED,2016,15100.0
SD4352810349220150413,COLD BROOK,2015,6441.0
FL2611508160020150509,TRIPLE G,2015,736.0
FL2656508173120150528,DANIEL ROAD,2015,550.0
FL2575408045320150419,GRAND LAKE,2015,1368.0
FL2607808111620150508,ELLISON,2015,19387.0
FL2767208193520150203,FORT GREEN ROAD,2015,999.0
FL2869308075220150721,POOL,2015,704.0
MS3108708911820151017,RANGE 14,2015,897.0
MS3033508947220150220,BAYOU LACROIX,2015,1714.0
MS3098608956120151018,STANFORD CREEK FIRE,2015,935.0
FL2966508508720150821,DRY BAR,2015,570.0
OR4398911806120150811,BENDIRE COMPLEX,2015,49260.0
OR4432311810120150814,ELDORADO,2015,20962.0
OR4440011733620150805,LIME HILL,2015,12210.0
OR4483511722120150912,DRY GULCH,2015,18369.0
ID4426611689920150612,RIVER,2015,1175.0
ID4427811685220150818,MANN,2015,1527.0
ID4394811637020150625,MM43 HWY 52,2015,11022.0
ID4443611640220150629,SHIRTS,2015,2156.0
ID4327511649920150606,CELEBRATION,2015,7281.0
OR4271011721520150628,JACA RESERVOIR,2015,13429.0
OR4330711729220150629,LESLIE GULCH,2015,8792.0
ID4311811696020150810,SODA,2015,282888.0
ID4294611425620150703,DIETRICH BUTTE,2015,2550.0
ID4285711443720150814,900,2015,2395.0
ID4275411506820150814,SAYLOR,2015,2362.0
ID4313811536520150805,COLD,2015,1652.0
ID4278311340620150923,POINT WELL,2015,5133.0
OR4340211847020150810,ALDER CREEK,2015,1087.0
WA4671611964220150629,SADDLE LAKES,2015,14253.0
WA4731911979920150630,MONUMENT,2015,2076.0
WA4729911986720150705,BEEZLEY HILL,2015,1717.0
WA4748712042120150628,SLEEPY HOLLOW,2015,3238.0
WA4747811999220150711,MOSES STOOL,2015,1810.0
WA4744011981920150711,DOUGLAS COUNTY COMPLEX,2015,14729.0
WA4766311956720150711,JAMESON LAKE,2015,6556.0
WA4771511970720150629,ROAD 6 FIRE,2015,2583.0
WA4767911972820150716,OUTLAW DRAW,2015,2359.0
WA4701111997920150719,I-90,2015,1397.0
OR4354911912820150705,RADAR,2015,1100.0
WA4571012075220150702,JUNCTION FIRE,2015,1873.0
WA4571712031520150805,HIGHWAY 8,2015,35296.0
OR4535212022220150825,0561 RN SEE SAW FIRE,2015,3241.0
NV4071111641720150629,ANNIE,2015,4732.0
NV4085211634420150729,BOULDER,2015,2399.0
WA4564412110720150913,HORSETHIEF BUTTE,2015,8383.0
TX3052510038920150802,FORT MCKAVETT COMPLEX,2015,8225.0
TX3000510039120150811,BROWN RANCH,2015,17881.0
OR4483012137720150812,COUNTY LINE 2,2015,68189.0
TX3028810124020150814,WEST,2015,3877.0
TX3035910131420150827,BUCKHOLT,2015,1647.0
OR4479812122620150610,CEREMONIAL PIT,2015,2746.0
TX3040110133220150828,PRICKLEY PEAR,2015,3193.0
OR4492212094420150708,0368 TEN MILE CANYON  RN,2015,7234.0
OR4516412102520150909,0590 RN OVEN,2015,1162.0
NY4161407443620150503,ROOSA GAP,2015,2747.0
PA4111907568320150503,PIPELINE 1,2015,666.0
AZ3150310908920150617,HOG,2015,7875.0
NM3146610903420150602,GUADALUPE,2015,5342.0
AZ3180111070320150520,OAK TREE,2015,1976.0
NC3562508229420150331,WEED LANE,2015,728.0
AZ3189511071520150820,OJO BLANCO,2015,1680.0
AZ3174011161020150602,SPRING,2015,1743.0
NC3498707948420150726,RIFLE RANGE FIRE,2015,698.0
MN4667809327120150402,TAMARACK,2015,2745.0
MO3749209102020150119,COOKS CAVE,2015,989.0
MN4893209645420150426,MCKINLEY FIRE,2015,2930.0
MN4832309605520150429,AGASSIZ FIRE,2015,949.0
MN4806409561420150406,STAR FIRE,2015,851.0
NM3485310410620150313,NORTH CUT,2015,4353.0
AZ3419211221720150816,RATTLESNAKE,2015,4613.0
CA3434011747720150717,NORTH,2015,4366.0
WA4600211902220150627,SE BENTON COMPLEX,2015,1856.0
MT4554910673020150725,MUDDY CREEK TWO,2015,2067.0
MT4567710640620150816,RESERVATION CREEK,2015,1167.0
MT4580510676720150815,RICHARDS COULEE,2015,1914.0
MT4743810808920150702,ALEX CAMP ROAD FIRE,2015,5759.0
AZ3345810987920150819,CREEK,2015,1072.0
AZ3350710993220150617,SAWMILL,2015,5296.0
OR4598111899520150913,STATE LINE COMMAND,2015,8467.0
WA4617111694320150705,GILMORE GULCH,2015,8074.0
WA4635811769520150829,TUCANNON,2015,2809.0
MT4742910807620150820,CROOKED CREEK,2015,1168.0
MT4570410680020150329,SLOUGH,2015,3531.0
MT4574010677220150729,CHARLIE,2015,2533.0
MT4578110715620150712,SOUTH SARPY,2015,4984.0
KS3703609818720150313,WALDRON,2015,1449.0
MN4866409545320150415,PALSBURG FIRE,2015,4446.0
ND4805610306620150414,RIDGE ROAD,2015,3390.0
OK3674909642920150316,TIM,2015,1801.0
OK3536109588420150126,POWERLINE,2015,1183.0
OK3529209592720150118,RED HILL,2015,2025.0
OK3522909589220150326,STORM FRONT,2015,1028.0
TX3111210044220150815,HEAD OF THE RIVER RANCH,2015,5205.0
CA3388411764320150419,HIGHWAY,2015,1212.0
TX3019009976120150823,MK,2015,1311.0
TX3078109901620150828,EATON CEMETERY,2015,10441.0
OK3667909617820150331,Z BAR 7,2015,10170.0
OK3644809610920150404,2230 ROAD,2015,2650.0
TX2958709433220150213,WF WEST END 2015,2015,6590.0
KS3918009678420151015,IMPACT,2015,7242.0
OK3648109933020150316,BOILING SPRINGS FIRE,2015,20264.0
TX3266509883820151019,FULLER,2015,1596.0
KS3824409850620150331,190TH,2015,3024.0
PA4077807569420150418,RAZOR FIRE,2015,728.0
KS3738909684020151111,62ND ROAD,2015,4189.0
NJ3974607471220150507,ATSION FIRE,2015,665.0
NJ3986307444320150907,WOODMANSIE FIRE,2015,1003.0
KS3730609580520151111,VOLZ FIRE,2015,1662.0
VA3761507963820150330,SHORT HILLS MOUNTAIN,2015,1637.0
NC3578608199020150717,BALD KNOB,2015,918.0
AL3433408743420151016,BIG TREE,2015,2288.0
MI4464908366720150503,UNHAPPY CAMPER,2015,508.0
MO3749909096020150503,CARTY,2015,1674.0
FL2628608106620150624,COW BONE 2,2015,1393.0
OK3487509673520150118,HOT DOG,2015,1041.0
OK3468609860220150914,CRATER CREEK,2015,7378.0
MT4571810678120150731,CHALKY BUTTE,2015,3369.0
FL2687008220320150405,QUAIL ROAD,2015,557.0
FL2688008127320150426,BOARS HAMMOCK,2015,790.0
TX3274909955120150902,CHIMNEY CREEK TWO,2015,1789.0
FL2678408039920150627,POWERLINE 2,2015,1186.0
TX3105909895620150822,LOG CABIN,2015,3391.0
AR3611809254520150118,JACKSON RIDGE,2015,1355.0
OK3553109610020150127,DRIPPING,2015,1686.0
KS3841709654320150414,TALLGRASS EAST,2015,1745.0
TX2970809391120151004,WF TEXAS POINT NORTHEAST,2015,4635.0
MS3111208913420150212,BLUE ROOM,2015,3101.0
TX3349609839620150914,BARRY,2015,2039.0
LA3101809313220150209,DRANKS CREEK FIRE,2015,1484.0
ND4637110064120151011,CANNON BALL,2015,3068.0
OK3608709634820150323,GREENWOOD,2015,5774.0
NE4284910324220150915,LONE TREE,2015,1805.0
OK3640609607220150324,WEST PRONG,2015,3676.0
SD4310910110920150329,FORT,2015,1968.0
TX2961709427320150730,WF FEE TITLE 2015,2015,4672.0
FL2878608235820150505,TRAIL 12,2015,1041.0
FL3040408231720150614,CATTAIL,2015,605.0
FL2965108508720150621,MALLARD SLOUGH,2015,555.0
MT4601210533720150312,HERCULES,2015,3482.0
TX3091710093720151007,MERTZ,2015,2674.0
MT4631810765020150322,NORTH FORK,2015,1280.0
MT4604710828520150328,CA ROAD,2015,1987.0
MT4605110976120150726,BEAVER,2015,1555.0
MT4605511144220150814,EUSTIS,2015,8469.0
MT4592411142320151011,COTTONWOOD GULCH,2015,8100.0
WY4287610628620151011,STATION,2015,9845.0
WV3841207930720150510,UNNAMED,2015,5149.0
FL2619808137220150111,FLFPR FY15 RX C33,2015,1070.0
FL2580408092220150203,SOUTH 41 15 TREATMENT,2015,3313.0
FL2899008175020150127,UNNAMED,2015,1192.0
NC3567807656720150311,NCPOR FY15 RX CENTRAL PUNGO,2015,783.0
NC3566807656820150317,NCPOR FY15 RX SOUTH PUNGO,2015,979.0
FL2935008167020150127,UNNAMED,2015,1114.0
FL2935208169920150214,UNNAMED,2015,865.0
VA3811707980320150504,UNNAMED,2015,2114.0
FL2939008169020150211,UNNAMED,2015,1508.0
WV3847108066620151113,POPLAR RIDGE,2015,659.0
WV3770708182720151117,BIG SPRING BRANCH,2015,1044.0
FL2843808066620150212,FLMIR FY2015 RX COMPARTMENT 9-3,2015,518.0
WV3813008185120151117,LITTLE HORSE CREEK,2015,1145.0
WV3798408163520151118,LITTLE JERRELL,2015,1193.0
FL2917608191720150213,UNNAMED,2015,539.0
FL2862208068620150213,FLMIR FY2015 RX COMPARTMENT 4-2,2015,2628.0
FL2867308070320150216,FLMIR FY2015 RX COMPARTMENT 3-2,2015,940.0
KY3689008456020150318,STEARNS SHELTON CREEK,2015,972.0
FL2925008175020150226,BLOCKS AB,2015,973.0
FL2912008167020150227,FARLES 20 WILDFIRE,2015,1319.0
NC3572008197020150131,UNNAMED,2015,1879.0
NC3603408178520150318,UNNAMED,2015,576.0
NC3604308175820150318,UNNAMED,2015,1149.0
TX3489510211620150311,BFR WUI RX 1,2015,1507.0
TX3588910140520151221,SUNDAY EVENING,2015,2348.0
FL2841208066820150401,FLMIR FY2015 RX COMPARTMENT 9-4,2015,691.0
NC3495207635620150402,NCCDR FY15 RX WEST MARSH,2015,4751.0
FL2948008182020150503,UNNAMED,2015,2160.0
SC3455808028720150316,SCCRR FY15 RX COMP 11,2015,659.0
SC3468308145020150311,UNNAMED,2015,655.0
SC3443008155020150317,UNNAMED,2015,1351.0
SC3438008153020150326,UNNAMED,2015,1615.0
SC3455008141020150412,UNNAMED,2015,2690.0
SC3458008163020150506,UNNAMED,2015,941.0
GA3462608335720150129,UNNAMED,2015,1029.0
MO3690409204720150330,UNNAMED,2015,2542.0
GA3450708343020150130,UNNAMED,2015,1314.0
SC3406008235020150316,UNNAMED,2015,947.0
GA3494408323720150317,UNNAMED,2015,850.0
FL2944208181020150721,UNNAMED,2015,546.0
FL2943008181120150715,RIVERSIDE C 12-22,2015,738.0
MO3722609129920150321,15 JERKTAIL MOUNTAIN,2015,1612.0
MO3752209211620150323,UNNAMED,2015,628.0
MO3779809097720150323,UNNAMED,2015,630.0
MO3777509095820150330,UNNAMED,2015,1586.0
SC3481808317020150503,UNNAMED,2015,797.0
MO3714409115920150331,15 STEGAL MOUNTAIN,2015,5112.0
MO3775009125020150331,UNNAMED,2015,938.0
FL2902008159020150805,UNNAMED,2015,1962.0
FL2906008159020150805,UNNAMED,2015,925.0
